SETTLEMENT_DATE,SETTLEMENT_PERIOD,MARKET_INDEX_DATA_PROVIDER, MARKET_INDEX_VOLUME,MARKET_INDEX_PRICE
2016-01-06,10,N2EXMIDP,0,0
2016-01-06,11,APXMIDP ,636.6,31.98
2016-01-06,11,N2EXMIDP,0,0
2016-01-06,12,APXMIDP ,486.15,32.1
2016-01-06,12,N2EXMIDP,0,0
2016-01-06,13,APXMIDP ,692,32.85
2016-01-06,13,N2EXMIDP,0,0
2016-01-06,14,APXMIDP ,945.4,34.76
2016-01-06,14,N2EXMIDP,0,0
2016-01-06,15,APXMIDP ,461.9,37.66
2016-01-06,15,N2EXMIDP,0,0
2016-01-06,16,APXMIDP ,381.65,38.61
2016-01-06,16,N2EXMIDP,0,0
2016-01-06,17,APXMIDP ,350.25,38.11
2016-01-06,17,N2EXMIDP,0,0
2016-01-06,18,APXMIDP ,423.8,38.58
2016-01-06,18,N2EXMIDP,0,0
2016-01-06,19,APXMIDP ,399.65,42.41
2016-01-06,19,N2EXMIDP,0,0
2016-01-06,20,APXMIDP ,546.1,43.29
2016-01-06,20,N2EXMIDP,0,0
2016-01-06,21,APXMIDP ,622.35,45.51
2016-01-06,21,N2EXMIDP,0,0
2016-01-06,22,APXMIDP ,659.05,45.54
2016-01-06,22,N2EXMIDP,0,0
2016-01-06,23,APXMIDP ,888.35,41.37
2016-01-06,23,N2EXMIDP,0,0
2016-01-06,24,APXMIDP ,910.2,40.52
2016-01-06,24,N2EXMIDP,0,0
2016-01-06,25,APXMIDP ,965.15,39.42
2016-01-06,25,N2EXMIDP,0,0
2016-01-06,26,APXMIDP ,1126.05,38.26
2016-01-06,26,N2EXMIDP,0,0
2016-01-06,27,APXMIDP ,1020.9,37.34
2016-01-06,27,N2EXMIDP,0,0
2016-01-06,28,APXMIDP ,1061.45,36.98
2016-01-06,28,N2EXMIDP,0,0
2016-01-06,29,APXMIDP ,1157.45,36.36
2016-01-06,29,N2EXMIDP,0,0
2016-01-06,30,APXMIDP ,1049.4,36.7
2016-01-06,30,N2EXMIDP,0,0
2016-01-06,31,APXMIDP ,1138.4,41.18
2016-01-06,31,N2EXMIDP,0,0
2016-01-06,32,APXMIDP ,1009.85,42.13
2016-01-06,32,N2EXMIDP,0,0
2016-01-06,33,APXMIDP ,1003.45,43.25
2016-01-06,33,N2EXMIDP,0,0
2016-01-06,34,APXMIDP ,1204.1,49.5
2016-01-06,34,N2EXMIDP,0,0
2016-01-06,35,APXMIDP ,1146.95,51.98
2016-01-06,35,N2EXMIDP,0,0
2016-01-06,36,APXMIDP ,1197.3,52.52
2016-01-06,36,N2EXMIDP,0,0
2016-01-06,37,APXMIDP ,1315,48.98
2016-01-06,37,N2EXMIDP,0,0
2016-01-06,38,APXMIDP ,1320.8,44.09
2016-01-06,38,N2EXMIDP,0,0
2016-01-06,39,APXMIDP ,2331.25,42.01
2016-01-06,39,N2EXMIDP,0,0
2016-01-06,40,APXMIDP ,1674.3,38.74
2016-01-06,40,N2EXMIDP,0,0
2016-01-06,41,APXMIDP ,1869.85,38.49
2016-01-06,41,N2EXMIDP,0,0
2016-01-06,42,APXMIDP ,2068.9,38.28
2016-01-06,42,N2EXMIDP,0,0
2016-01-06,43,APXMIDP ,1367.8,35.08
2016-01-06,43,N2EXMIDP,0,0
2016-01-06,44,APXMIDP ,1117.1,34.85
2016-01-06,44,N2EXMIDP,0,0
2016-01-06,45,APXMIDP ,1403.15,34.51
2016-01-06,45,N2EXMIDP,0,0
2016-01-06,46,APXMIDP ,1809.6,33.31
2016-01-06,46,N2EXMIDP,0,0
2016-01-06,47,APXMIDP ,1046.5,32.13
